" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.07.2016"," 144,4899"," 0,5421"," 0,3766"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.07.2016"," 143,9478"," 1,4202"," 0,9964"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.06.2016"," 142,5276"," 1,7938"," 1,2746"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.06.2016"," 140,7338"," 2,3870"," 1,7254"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.06.2016"," 138,3468"," 0,5393"," 0,3913"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.06.2016"," 137,8075"," -2,6571"," -1,8917"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.06.2016"," 140,4646"," -6,7975"," -4,6159"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.06.2016"," 147,2621"," 1,3834"," 0,9483"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.06.2016"," 145,8787"," 0,3344"," 0,2298"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.06.2016"," 145,5443"," -0,0148"," -0,0102"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.06.2016"," 145,5591"," 3,0515"," 2,1413"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.06.2016"," 142,5076"," 1,2621"," 0,8936"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.06.2016"," 141,2455"," -1,6491"," -1,1541"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.06.2016"," 142,8946"," 0,0494"," 0,0346"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.06.2016"," 142,8452"," -1,2183"," -0,8457"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.06.2016"," 144,0635"," -2,1234"," -1,4525"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.06.2016"," 146,1869"," -1,9935"," -1,3453"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.06.2016"," 148,1804"," -0,5237"," -0,3522"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.06.2016"," 148,7041"," 0,2447"," 0,1648"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.06.2016"," 148,4594"," 1,2149"," 0,8251"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.06.2016"," 147,2445"," 0,0507"," 0,0344"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.06.2016"," 147,1938"," 0,3891"," 0,2650"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.06.2016"," 146,8047"," 0,3513"," 0,2399"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.06.2016"," 146,4534"," -0,5170"," -0,3518"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.05.2016"," 146,9704"," 0,8339"," 0,5706"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.05.2016"," 146,1365"," -0,3157"," -0,2156"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.05.2016"," 146,4522"," 1,0467"," 0,7198"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.05.2016"," 145,4055"," 1,5841"," 1,1014"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.05.2016"," 143,8214"," 0,1932"," 0,1345"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.05.2016"," 143,6282"," 0,6676"," 0,4670"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.05.2016"," 142,9606"," -0,2324"," -0,1623"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.05.2016"," 143,1930"," 0,0771"," 0,0539"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.05.2016"," 143,1159"," -0,7479"," -0,5199"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.05.2016"," 143,8638"," 0,8742"," 0,6114"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.05.2016"," 142,9896"," 0,2304"," 0,1614"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.05.2016"," 142,7592"," -1,7360"," -1,2014"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.05.2016"," 144,4952"," -0,5279"," -0,3640"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.05.2016"," 145,0231"," 0,8451"," 0,5862"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.05.2016"," 144,1780"," 0,6602"," 0,4600"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.05.2016"," 143,5178"," 0,8970"," 0,6289"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.05.2016"," 142,6208"," -0,7027"," -0,4903"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.05.2016"," 143,3235"," -0,4127"," -0,2871"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.05.2016"," 143,7362"," -1,6293"," -1,1208"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.05.2016"," 145,3655"," -0,2532"," -0,1739"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.05.2016"," 145,6187"," -0,5813"," -0,3976"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.04.2016"," 146,2000"," -0,4000"," -0,2729"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.04.2016"," 146,6000"," -0,8300"," -0,5630"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.04.2016"," 147,4300"," -0,2400"," -0,1625"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.04.2016"," 147,6700"," -0,2600"," -0,1758"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.04.2016"," 147,9300"," -0,4700"," -0,3167"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.04.2016"," 148,4000"," -0,4500"," -0,3023"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.04.2016"," 148,8500"," 0,7900"," 0,5336"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.04.2016"," 148,0600"," -0,0500"," -0,0338"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.04.2016"," 148,1100"," 1,3900"," 0,9474"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.04.2016"," 146,7200"," 0,3500"," 0,2391"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.04.2016"," 146,3700"," -0,1500"," -0,1024"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.04.2016"," 146,5200"," 1,6100"," 1,1110"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.04.2016"," 144,9100"," 1,9100"," 1,3357"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.04.2016"," 143,0000"," 0,1900"," 0,1330"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.04.2016"," 142,8100"," 0,0700"," 0,0490"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.04.2016"," 142,7400"," 0,1900"," 0,1333"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.04.2016"," 142,5500"," 0,9900"," 0,6994"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.04.2016"," 141,5600"," -0,2300"," -0,1622"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.04.2016"," 141,7900"," -2,0400"," -1,4183"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.04.2016"," 143,8300"," 1,9300"," 1,3601"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.04.2016"," 141,9000"," -2,0300"," -1,4104"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.03.2016"," 143,9300"," 0,0400"," 0,0278"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.03.2016"," 143,8900"," 2,7800"," 1,9701"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.03.2016"," 141,1100"," 0,4100"," 0,2914"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.03.2016"," 140,7000"," -1,8300"," -1,2839"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.03.2016"," 142,5300"," 0,3900"," 0,2744"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.03.2016"," 142,1400"," -0,4500"," -0,3156"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.03.2016"," 142,5900"," 0,5200"," 0,3660"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.03.2016"," 142,0700"," 1,2800"," 0,9092"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.03.2016"," 140,7900"," 1,2400"," 0,8886"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.03.2016"," 139,5500"," -0,0100"," -0,0072"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.03.2016"," 139,5600"," -1,1900"," -0,8455"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.03.2016"," 140,7500"," 1,2800"," 0,9178"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.03.2016"," 139,4700"," 0,3200"," 0,2300"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.03.2016"," 139,1500"," 0,9400"," 0,6801"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.03.2016"," 138,2100"," -0,8900"," -0,6398"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.03.2016"," 139,1000"," -0,0300"," -0,0216"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.03.2016"," 139,1300"," -0,1500"," -0,1077"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.03.2016"," 139,2800"," 1,0400"," 0,7523"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.03.2016"," 138,2400"," 0,5900"," 0,4286"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.03.2016"," 137,6500"," 1,9200"," 1,4146"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.03.2016"," 135,7300"," 0,8400"," 0,6227"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.02.2016"," 134,8900"," -0,5200"," -0,3840"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.02.2016"," 135,4100"," 1,3400"," 0,9995"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.02.2016"," 134,0700"," 0,8300"," 0,6229"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.02.2016"," 133,2400"," -2,4700"," -1,8201"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.02.2016"," 135,7100"," 0,1300"," 0,0959"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.02.2016"," 135,5800"," 1,7200"," 1,2849"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.02.2016"," 133,8600"," -1,1500"," -0,8518"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.02.2016"," 135,0100"," 1,6500"," 1,2373"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.02.2016"," 133,3600"," 1,5400"," 1,1683"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.02.2016"," 131,8200"," -0,3000"," -0,2271"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.02.2016"," 132,1200"," 3,9700"," 3,0979"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.02.2016"," 128,1500"," 0,3700"," 0,2896"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.02.2016"," 127,7800"," -2,5000"," -1,9189"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.02.2016"," 130,2800"," 1,9600"," 1,5274"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.02.2016"," 128,3200"," -2,6100"," -1,9934"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.02.2016"," 130,9300"," -2,9900"," -2,2327"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.02.2016"," 133,9200"," 0,8400"," 0,6312"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.02.2016"," 133,0800"," -1,2900"," -0,9600"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.02.2016"," 134,3700"," -0,9000"," -0,6653"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.02.2016"," 135,2700"," 0,1000"," 0,0740"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.02.2016"," 135,1700"," 0,9500"," 0,7078"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.01.2016"," 134,2200"," 0,2200"," 0,1642"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.01.2016"," 134,0000"," -0,4600"," -0,3421"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.01.2016"," 134,4600"," 1,5300"," 1,1510"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.01.2016"," 132,9300"," -1,1700"," -0,8725"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.01.2016"," 134,1000"," 0,0200"," 0,0149"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.01.2016"," 134,0800"," 2,8300"," 2,1562"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.01.2016"," 131,2500"," -0,1800"," -0,1370"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.01.2016"," 131,4300"," -3,5300"," -2,6156"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.01.2016"," 134,9600"," 2,2300"," 1,6801"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.01.2016"," 132,7300"," -0,3800"," -0,2855"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.01.2016"," 133,1100"," -2,0100"," -1,4876"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.01.2016"," 135,1200"," -3,4800"," -2,5108"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.01.2016"," 138,6000"," 1,1200"," 0,8147"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.01.2016"," 137,4800"," 0,0400"," 0,0291"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.01.2016"," 137,4400"," -1,9100"," -1,3706"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.01.2016"," 139,3500"," 0,8200"," 0,5919"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.01.2016"," 138,5300"," -2,5700"," -1,8214"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.01.2016"," 141,1000"," -2,0800"," -1,4527"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.01.2016"," 143,1800"," -0,2800"," -0,1952"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.01.2016"," 143,4600"," -3,7400"," -2,5408"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.12.2015"," 147,2000"," -0,6400"," -0,4329"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.12.2015"," 147,8400"," 0,3800"," 0,2577"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.12.2015"," 147,4600"," 0,3600"," 0,2447"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.12.2015"," 147,1000"," 0,8800"," 0,6018"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.12.2015"," 146,2200"," 1,0300"," 0,7094"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.12.2015"," 145,1900"," -0,1200"," -0,0826"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.12.2015"," 145,3100"," 0,2800"," 0,1931"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.12.2015"," 145,0300"," -1,6500"," -1,1249"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.12.2015"," 146,6800"," 1,1700"," 0,8041"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.12.2015"," 145,5100"," 0,9800"," 0,6781"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.12.2015"," 144,5300"," 1,1200"," 0,7810"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.12.2015"," 143,4100"," -1,4500"," -1,0010"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.12.2015"," 144,8600"," -1,3300"," -0,9098"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.12.2015"," 146,1900"," -0,6000"," -0,4087"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.12.2015"," 146,7900"," 0,0800"," 0,0545"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.12.2015"," 146,7100"," -1,9800"," -1,3316"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.12.2015"," 148,6900"," 2,0900"," 1,4256"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.12.2015"," 146,6000"," -2,0400"," -1,3724"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.12.2015"," 148,6400"," -0,7700"," -0,5154"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.12.2015"," 149,4100"," 0,5900"," 0,3965"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.12.2015"," 148,8200"," 0,1000"," 0,0672"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.11.2015"," 148,7200"," -0,0300"," -0,0202"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.11.2015"," 148,7500"," -0,4300"," -0,2882"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.11.2015"," 149,1800"," 0,5700"," 0,3836"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.11.2015"," 148,6100"," 1,3400"," 0,9099"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.11.2015"," 147,2700"," -1,4200"," -0,9550"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.11.2015"," 148,6900"," 0,0600"," 0,0404"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.11.2015"," 148,6300"," -0,1300"," -0,0874"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.11.2015"," 148,7600"," 1,8100"," 1,2317"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.11.2015"," 146,9500"," 0,1600"," 0,1090"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.11.2015"," 146,7900"," 1,8400"," 1,2694"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.11.2015"," 144,9500"," -1,0100"," -0,6920"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.11.2015"," 145,9600"," -2,0600"," -1,3917"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.11.2015"," 148,0200"," -0,5600"," -0,3769"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.11.2015"," 148,5800"," 0,7700"," 0,5209"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.11.2015"," 147,8100"," -1,6800"," -1,1238"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.11.2015"," 149,4900"," 0,2300"," 0,1541"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.11.2015"," 149,2600"," -0,2700"," -0,1806"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.11.2015"," 149,5300"," -0,7600"," -0,5057"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.11.2015"," 150,2900"," 1,2800"," 0,8590"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.11.2015"," 149,0100"," 1,1100"," 0,7505"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.11.2015"," 147,9000"," -0,1900"," -0,1283"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.10.2015"," 148,0900"," -0,6800"," -0,4571"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.10.2015"," 148,7700"," -0,0200"," -0,0134"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.10.2015"," 148,7900"," 0,0700"," 0,0471"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.10.2015"," 148,7200"," 0,0000"," 0,0000"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.10.2015"," 148,7200"," 0,4200"," 0,2832"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.10.2015"," 148,3000"," 1,4400"," 0,9805"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.10.2015"," 146,8600"," -0,7800"," -0,5283"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.10.2015"," 147,6400"," -0,4500"," -0,3039"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.10.2015"," 148,0900"," -0,0100"," -0,0068"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.10.2015"," 148,1000"," 0,7500"," 0,5090"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.10.2015"," 147,3500"," 1,4100"," 0,9662"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.10.2015"," 145,9400"," 0,6500"," 0,4474"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.10.2015"," 145,2900"," -0,4100"," -0,2814"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.10.2015"," 145,7000"," -1,2900"," -0,8776"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.10.2015"," 146,9900"," 0,3700"," 0,2524"
