" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.01.2024"," 387,5151"," -1,0627"," -0,2735"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.01.2024"," 388,5778"," 3,2887"," 0,8536"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.01.2024"," 385,2891"," -0,5966"," -0,1546"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.01.2024"," 385,8857"," 3,4884"," 0,9122"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.01.2024"," 382,3973"," 3,8365"," 1,0134"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.01.2024"," 378,5608"," 2,0502"," 0,5445"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.01.2024"," 376,5106"," -4,7457"," -1,2448"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.01.2024"," 381,2563"," -3,7459"," -0,9730"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.01.2024"," 385,0022"," -0,7249"," -0,1879"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.01.2024"," 385,7271"," 3,2313"," 0,8448"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.01.2024"," 382,4958"," 0,6838"," 0,1791"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.01.2024"," 381,8120"," 2,9123"," 0,7686"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.01.2024"," 378,8997"," 2,6697"," 0,7096"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.01.2024"," 376,2300"," 1,6617"," 0,4436"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.01.2024"," 374,5683"," -1,7298"," -0,4597"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.01.2024"," 376,2981"," -1,0250"," -0,2717"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.01.2024"," 377,3231"," -3,9609"," -1,0388"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.01.2024"," 381,2840"," -5,3147"," -1,3747"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.12.2023"," 386,5987"," 0,2529"," 0,0655"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.12.2023"," 386,3458"," 0,5188"," 0,1345"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.12.2023"," 385,8270"," 3,2322"," 0,8448"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.12.2023"," 382,5948"," 2,2543"," 0,5927"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.12.2023"," 380,3405"," 0,5304"," 0,1396"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.12.2023"," 379,8101"," 0,5260"," 0,1387"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.12.2023"," 379,2841"," 1,9407"," 0,5143"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.12.2023"," 377,3434"," 1,0531"," 0,2799"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.12.2023"," 376,2903"," -3,1223"," -0,8229"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.12.2023"," 379,4126"," 7,7766"," 2,0925"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.12.2023"," 371,6360"," 2,9623"," 0,8035"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.12.2023"," 368,6737"," 1,4976"," 0,4079"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.12.2023"," 367,1761"," 1,5967"," 0,4368"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.12.2023"," 365,5794"," 0,9391"," 0,2575"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.12.2023"," 364,6403"," -2,0017"," -0,5460"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.12.2023"," 366,6420"," 3,0379"," 0,8355"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.12.2023"," 363,6041"," -2,3580"," -0,6443"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.12.2023"," 365,9621"," 1,0430"," 0,2858"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.12.2023"," 364,9191"," -0,8150"," -0,2228"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.11.2023"," 365,7341"," -0,5659"," -0,1545"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.11.2023"," 366,3000"," 3,3328"," 0,9182"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.11.2023"," 362,9672"," -0,8170"," -0,2246"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.11.2023"," 363,7842"," 0,1519"," 0,0418"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.11.2023"," 363,6323"," 0,4480"," 0,1234"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.11.2023"," 363,1843"," 0,7590"," 0,2094"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.11.2023"," 362,4253"," 1,0666"," 0,2952"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.11.2023"," 361,3587"," 1,5884"," 0,4415"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.11.2023"," 359,7703"," 0,1456"," 0,0405"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.11.2023"," 359,6247"," 2,2914"," 0,6413"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.11.2023"," 357,3333"," 0,2011"," 0,0563"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.11.2023"," 357,1322"," 4,3379"," 1,2296"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.11.2023"," 352,7943"," 6,9423"," 2,0073"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.11.2023"," 345,8520"," 1,9011"," 0,5527"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.11.2023"," 343,9509"," -2,7270"," -0,7866"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.11.2023"," 346,6779"," 2,5374"," 0,7373"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.11.2023"," 344,1405"," 3,0281"," 0,8877"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.11.2023"," 341,1124"," -1,5044"," -0,4391"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.11.2023"," 342,6168"," 0,6193"," 0,1811"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.11.2023"," 341,9975"," 5,3535"," 1,5903"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.11.2023"," 336,6440"," 5,9179"," 1,7894"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.11.2023"," 330,7261"," 2,8356"," 0,8648"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.10.2023"," 327,8905"," 0,2875"," 0,0878"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.10.2023"," 327,6030"," 2,2404"," 0,6886"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.10.2023"," 325,3626"," -1,2384"," -0,3792"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.10.2023"," 326,6010"," -3,0947"," -0,9387"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.10.2023"," 329,6957"," -1,2901"," -0,3898"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.10.2023"," 330,9858"," 2,6012"," 0,7921"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.10.2023"," 328,3846"," -3,0156"," -0,9100"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.10.2023"," 331,4002"," -3,6853"," -1,0998"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.10.2023"," 335,0855"," -2,6473"," -0,7838"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.10.2023"," 337,7328"," -0,8583"," -0,2535"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.10.2023"," 338,5911"," -0,1852"," -0,0547"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.10.2023"," 338,7763"," -2,5285"," -0,7408"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.10.2023"," 341,3048"," -3,8337"," -1,1108"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.10.2023"," 345,1385"," 1,4849"," 0,4321"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.10.2023"," 343,6536"," 2,7053"," 0,7935"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.10.2023"," 340,9483"," 4,9399"," 1,4702"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.10.2023"," 336,0084"," 3,9129"," 1,1782"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.10.2023"," 332,0955"," -2,7727"," -0,8280"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.10.2023"," 334,8682"," 0,9959"," 0,2983"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.10.2023"," 333,8723"," -0,0756"," -0,0226"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.10.2023"," 333,9479"," -2,4252"," -0,7210"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.10.2023"," 336,3731"," -5,3518"," -1,5661"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.09.2023"," 341,7249"," 6,4643"," 1,9281"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.09.2023"," 335,2606"," -1,9514"," -0,5787"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.09.2023"," 337,2120"," -0,3711"," -0,1099"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.09.2023"," 337,5831"," -1,3511"," -0,3986"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.09.2023"," 338,9342"," -3,2277"," -0,9433"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.09.2023"," 342,1619"," -0,9231"," -0,2691"
